id,name,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport
18948,Hilversum Media Park,52.237826,5.173966,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18950,Hoensbroek,50.905634,5.930084,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18951,Hollandsche Rading,52.175989,5.173759,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18952,Holten,52.28395,6.420599,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18953,Hoogkarspel,52.690442,5.183135,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18954,Hoorn Kersenboogerd,52.653478,5.085215,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18955,Hoorn,52.644984,5.054589,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18956,Houten,52.034517,5.167817,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18957,Kapelle-Biezelinge,51.480548,3.956422,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18958,Koog aan de Zaan,52.458601,4.805516,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18959,Zaandijk Zaanse Schans,52.469208,4.805048,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18960,Krabbendijke,51.433399,4.116951,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18961,Krommenie-Assendelft,52.494873,4.755347,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18962,Kruiningen-Yerseke,51.465509,4.0362730000000004,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18963,Den Haag Laan van Nieuw Oost Indie,52.079059,4.343443,8663,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18964,Lage Zwaluwe,51.69023,4.66345,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18965,Leiden Lammenschans,52.146693,4.492736,32272,NL,Europe/Amsterdam,FALSE,TRUE,FALSE
18966,'t Harde,52.409107,5.892941,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18967,Halfweg-Zwanenburg,52.385914,4.74723,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18968,Maarn,52.064164,5.370092,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18969,Maarssen,52.135745,5.033222,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18972,Marienberg,52.509273,6.574989,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18973,Meppel,52.691907,6.197882,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18974,Middelburg,51.494832,3.617079,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18975,Almere Poort,52.342739,5.152167,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18976,Naarden-Bussum,52.280884,5.157363,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18977,Nieuw Amsterdam,52.719297,6.848971,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18978,Nieuwerkerk aan den IJssel,51.965363,4.616913,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18979,Nieuw Vennep,52.258978,4.645607,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18980,Nunspeet,52.370768,5.784145,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18981,Nuth,50.920043,5.892411,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18982,Nijverdal,52.365725,6.470561,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18983,Nijmegen Dukenburg,51.824071000000004,5.795372,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18984,Obdam,52.678037,4.907606,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18985,Oisterwijk,51.582387,5.19483,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18986,Olst,52.335269,6.113303,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18987,Ommen,52.509633,6.416697,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18988,Oosterbeek,51.994866,5.840075,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18989,Oss,51.765029,5.530361,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18990,Oss West,51.758377,5.506737,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18991,Oudenbosch,51.58778,4.533349,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18992,Overveen,52.390993,4.607789,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18993,Rijswijk,52.039344,4.319784,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18994,Purmerend Overwhere,52.511323,4.967403,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18995,Rotterdam Alexander,51.951735,4.553521,23616,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18996,Putten,52.265171,5.575334,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18997,Raalte,52.391308,6.278416,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18998,Ravenstein,51.794424,5.636461,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
18999,Rhenen,51.95801,5.578319,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19000,Rheden,52.010615,6.033092,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19001,Almelo de Riet,52.342218,6.6664,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19002,Rilland-Bath,51.422648,4.160836,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19003,Roermond,51.192848,5.99451,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19004,Rosmalen,51.715067,5.369373,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19005,Rotterdam Blaak,51.919986,4.489015,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19006,Rotterdam Noord,51.942279,4.481581,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19007,Rotterdam Zuid,51.904866,4.510031,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19008,Rijssen,52.311978,6.519687,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19009,Rotterdam Lombardijen,51.88037,4.53077,23616,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19010,Santpoort Noord,52.433647,4.63242,23616,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19011,Santpoort Zuid,52.419714,4.631269,23616,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19012,Landgraaf,50.896528000000004,6.01986,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19013,Schagen,52.784748,4.805381,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19014,Schinnen,50.939056,5.874639,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19016,Soest,52.172816,5.310125,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19017,Soestdijk,52.183522,5.299986,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19018,Hilversum Sportpark,52.216657,5.187207,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19019,Soest Zuid,52.165364,5.303015,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19020,Spaubeek,50.943334,5.850314,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19021,Steenwijk,52.791157,6.116395,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19022,Susteren,51.06077,5.862827,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19023,Tilburg Universiteit,51.565064,5.051389,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19024,Tiel,51.889782,5.423039,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19025,Utrecht Leidsche Rijn,52.09861,5.068333,28938,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19026,Utrecht Overvecht,52.110044,5.125559,28938,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19027,Utrecht Lunetten,52.065764,5.143951,28938,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19028,Veenendaal West,52.028189,5.531395,32280,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19029,Veenendaal-De Klomp,52.045691,5.57448,32280,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19030,Velp,51.994749,5.980325,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19033,Vleuten,52.103159,5.007477,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19034,Vlissingen,51.444411,3.595541,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19035,Vlissingen Souburg,51.464439,3.59493,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19036,Voorhout,52.224702,4.484277,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19037,Voorburg,52.066725,4.358896,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19038,Vught,51.655631,5.29194,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19039,Waddinxveen Noord,52.055048,4.648429,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19040,Waddinxveen,52.044252,4.649832,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19041,Wezep,52.454062,6.002582,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19042,Wierden,52.361437,6.591933,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19043,Wolfheze,52.005383,5.793358,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19044,Wolvega,52.88033,6.004452,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19045,Wormerveer,52.489048,4.793093,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19046,Wijchen,51.811486,5.730344,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19047,Wijhe,52.390346,6.140387,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19048,Zaandam Kogerveld,52.456875,4.819413,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19049,Zaltbommel,51.807827,5.263274,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19050,Zandvoort aan Zee,52.375406,4.53281,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19051,Zevenbergen,51.640951,4.609686,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19052,Zoetermeer Oost,52.046347,4.492745,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19053,Zwijndrecht,51.815162,4.641238,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19054,Haarlem Spaarnwoude,52.383065,4.672862,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19056,Almere Parkwijk,52.376862,5.244945,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19058,Amsterdam Zuid,52.338865,4.871946,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19059,Amsterdam Bijlmer ArenA,52.312221,4.947141,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19060,Castricum,52.545446,4.658983,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19061,Driebergen-Zeist,52.065242,5.259309,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19062,Geldermalsen,51.882339,5.271454,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19063,Hengelo,52.261854,6.793723,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19064,Nijkerk,52.222041,5.49355,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19065,Weert,51.248797,5.704914,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19066,Zutphen,52.144833,6.194143,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19067,Heerlen,50.890694,5.975839,NA,NL,Europe/Amsterdam,FALSE,FALSE,FALSE
19068,Bydgoszcz Glowna,53.135111,17.99164,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19069,Gdynia Glowna,54.520843,18.529554,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19070,Gniezno,52.526434,17.601786,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19071,Inowroclaw,52.801405,18.239184,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19072,Katowice,50.257511,19.017165,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19073,Konin,52.231399,18.253333,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19074,Kutno,52.226958,19.348615,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19075,Legnica,51.213847,16.168924,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19076,Sopot,54.440165,18.56232,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19077,Szczecin Glowny,53.418784,14.550317,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19078,Tczew,54.097317,18.790151,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19079,Warszawa Zachodnia,52.219974,20.965244,10491,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19080,Wroclaw Glowny,51.098075,17.037084,29323,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19081,Zbaszynek,52.242509,15.818093,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19082,Rzepin,52.350218,14.815076,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19083,Kostrzyn,52.591597,14.644695,22730,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19084,Zary,51.634749,15.136962,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19085,Krzewina Zgorzelecka,51.015356,14.939361,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19086,Swiebodzin,52.245143,15.539535,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19087,Warszawa Zachodnia WKD,52.219659,20.965397,10491,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19088,Warszawa Zachodnia (peron 8),52.221322,20.961316,10491,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19089,Katowice Dworzec autobusowy Piotra Skargi 8,50.26268,19.017183,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19090,Wroclaw Glowny (Dworzec autobusowy Sucha 1-11),51.096556,17.033947,19080,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19091,Swinoujscie Centrum,53.912993,14.236,NA,PL,Europe/Warsaw,FALSE,FALSE,FALSE
19092,Jesenice,46.43635,14.053304,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19093,Lesce Bled,46.360427,14.157632,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19094,Ljubljana,46.058686,14.51294,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19095,Zidani Most,46.085267,15.170708,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19096,Maribor,46.562064,15.658013,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19097,Pivka,45.67571,14.191144,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19098,Koper,45.539199000000004,13.739364,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19099,Kranj,46.23901,14.348168,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19100,Dobova,45.898804,15.654552,NA,SI,Europe/Ljubljana,FALSE,FALSE,FALSE
19101,Kuty,48.66189,17.047691,NA,SK,Europe/Bratislava,FALSE,FALSE,FALSE
19102,Stockholm Central,59.330009,18.057629,38711,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19103,Alvesta station,56.898481,14.556879,35774,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19104,Hassleholm Central,56.158516,13.763923,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19105,Norrkoping Central,58.596562,16.183675,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19106,Linkoping Central,58.416013,15.626676,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19107,Angelholm Station,56.245703,12.854178,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19108,Varberg Station,57.109341,12.248413,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19109,Nassjo Central,57.652128,14.694783,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19110,Kungsbacka Station,57.490187,12.079938,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19111,Mjolby Station,58.322831,15.131919,35707,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19112,Almhult station,56.550994,14.137263,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19113,Bastad station,56.425019,12.868723,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19114,Eslov station,55.836235,13.304286,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19115,Karlshamn Station,56.176773,14.867816,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19116,Karlskrona Central,56.166319,15.585254,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19117,Kristianstad Central,56.031777,14.151052,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19118,Laholm station,56.501644,12.998554,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19119,Uppsala Central,59.858099,17.64675,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19120,Solvesborg station,56.049873,14.583928,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19121,Ronneby station,56.206636,15.283351,35341,SE,Europe/Stockholm,FALSE,TRUE,FALSE
19122,Osby,56.379876,13.994811,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19123,Hoor Station,55.936923,13.541844,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19124,Brakne-Hoby station,56.231059,15.116026,35341,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19125,Morrum station,56.186832,14.743262,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19126,Kavlinge Station,55.793905,13.111683,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19127,Landskrona station,55.879087,12.85719,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19128,Sodertalje Syd station,59.162513,17.645672,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19129,Falkenberg,56.919804,12.50831,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19130,Lund Central,55.705523,13.186582,NA,SE,Europe/Stockholm,FALSE,FALSE,FALSE
19132,Ascoli Satriano,41.219712,15.547625,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19133,Borgone,45.125354,7.236127,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19134,Borgoratto,44.837969,8.538134,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19135,Borgosesia,45.716386,8.283308,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19136,Anguillara,42.067305,12.294168,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19137,Antignano,43.495349,10.329225,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19138,Antrodoco Centro,42.421767,13.081776,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19139,Antrodoco-Borgo Velino,42.409983,13.071196,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19140,Anversa-Villalago-Scanno,42.017558,13.835729,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19141,Amendola,41.532492,15.776284,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19142,Amendolara-Oriolo,39.93385,16.602941,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19143,Amorosi Melizzano,41.192798,14.479257,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19144,Anagni-Fiuggi,41.710316,13.095988,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19145,Ancona,43.607597,13.497797,22189,IT,Europe/Rome,FALSE,TRUE,FALSE
19146,Aragona-Caldare,37.381057,13.63686,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19147,Arbia,43.29444,11.406151,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19148,Arce,41.583442,13.572551,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19149,Alba,44.697755,8.030854,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19150,Arcola,44.120549,9.913456,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19151,Asciano,43.235651,11.579958,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19152,Ascoli Piceno,42.855434,13.58795,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19153,Assemini,39.287382,8.998984,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19154,Assisi,43.058887,12.585113,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19155,Botricello,38.934061,16.857578,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19156,Bova Marina,37.930469,15.924067,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19157,Bovalino,38.149123,16.180628,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19158,Bovino-Deliceto,41.278286,15.369127,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19159,Bovolone,45.254511,11.124438,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19160,Artegna,46.229014,13.161268,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19161,Centola,40.090505,15.346627,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19162,Bracciano,42.103675,12.173048,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19163,Brancaleone,37.965491,16.103276,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19164,Brandizzo,45.178669,7.840625,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19165,Ala,45.759112,10.99609,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19166,Alanno,42.287172,14.019684,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19167,Alassio,44.007932,8.171383,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19168,Alice Belcolle,44.722619,8.43999,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19169,Allerona-Castel Viscardo,42.784761,12.035836,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19170,Alpignano,45.090818,7.523,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19171,Altamura,40.837697,16.551765,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19172,Andora,43.951929,8.139345,28975,IT,Europe/Rome,FALSE,FALSE,FALSE
19173,Altare,44.336227,8.332604,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19174,Ardore,38.175776,16.207254,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19175,Arena Po,45.082017,9.360359,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19176,Arezzo,43.461073,11.875388,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19177,Arpino,41.648722,13.599429,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19178,Arqua,45.007074,11.748892,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19179,Attigliano-Bomarzo,42.517476,12.295894,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19180,Augusta,37.243387,15.218962,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19181,Borore,40.218907,8.809599,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19182,Cerchio,42.061102,13.598404,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19183,Angri,40.746304,14.575343,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19184,Arenzano,44.403107,8.678276,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19185,Comiso,36.947283,14.60054,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19186,Condove-Chiusa San Michele,45.106603,7.318378,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19187,Conegliano,45.884664,12.299104,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19188,Compiobbi,43.781916,11.358418,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19189,Compre San Vincenzo,41.733167,13.623484,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19190,Baragiano Ruoti,40.694796,15.570107,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19191,Baranello,41.517965,14.596423,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19192,Bistagno,44.659353,8.372076,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19193,Bivio d'Aurisina,45.754132,13.656358000000001,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19194,Bogliasco,44.379142,9.066097,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19195,Boiano,41.488534,14.473486,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19196,Bolgheri,43.244865,10.550504,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19197,Bologna Borgo Panigale,44.515013,11.284824,22159,IT,Europe/Rome,FALSE,FALSE,FALSE
19198,Cantu-Cermenate,45.713419,9.098368,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19199,Candiolo,44.96122,7.598914,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19200,Catania Centrale,37.506574,15.10016,22160,IT,Europe/Rome,FALSE,TRUE,FALSE
19201,Catania Ognina,37.534233,15.112727,22160,IT,Europe/Rome,FALSE,FALSE,FALSE
19202,Barberino di Val d'Elsa,43.499331,11.111242,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19203,Barbiano,44.384841,11.879217,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19204,Balzola,45.174103,8.400824,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19205,Barcellona-Castroreale,38.154732,15.20101,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19207,Barga-Gallicano,44.067989,10.451955,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19208,Caldonazzo,45.99755,11.264535,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19209,Calenzano,43.856338,11.145311,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19210,Calolziocorte-Olginate,45.801235,9.4275,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19211,Calopezzati,39.579001,16.819203,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19212,Caltagirone,37.224843,14.526963,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19213,Caltanissetta Centrale,37.488218,14.057385,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19214,Caltanissetta Xirbi,37.536283,14.056899,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19215,Caltignaga,45.519333,8.591934,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19216,Camaiore Lido-Capezzano,43.911837,10.247747,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19217,Collarmele,42.060374,13.629282,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19218,Colle Isarco/Gossensass,46.938011,11.44138,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19219,Colle Mattia,41.832731,12.728365,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19220,Collecchio,44.755151,10.212285,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19221,Bologna San Ruffillo,44.462723,11.373116,22159,IT,Europe/Rome,FALSE,FALSE,FALSE
19222,Bolzano Novarese,45.764685,8.441194,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19223,Bolzano Sud/Bozen Sud,46.473511,11.326444,29338,IT,Europe/Rome,FALSE,FALSE,FALSE
19224,Ariano Irpino,41.181984,15.117438,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
19225,Arona,45.755498,8.559133,NA,IT,Europe/Rome,FALSE,FALSE,FALSE
